orderDateKey,month,quarter,year,OrderDate
19970103,1,1,1997,03/01/1997
19970130,1,1,1997,30/01/1997
19970123,1,1,1997,23/01/1997
19970116,1,1,1997,16/01/1997
19970102,1,1,1997,02/01/1997
19970109,1,1,1997,09/01/1997
19970115,1,1,1997,15/01/1997
19970107,1,1,1997,07/01/1997
19970129,1,1,1997,29/01/1997
19970120,1,1,1997,20/01/1997
19970114,1,1,1997,14/01/1997
19970106,1,1,1997,06/01/1997
19970113,1,1,1997,13/01/1997
19970117,1,1,1997,17/01/1997
19970101,1,1,1997,01/01/1997
19970127,1,1,1997,27/01/1997
19970128,1,1,1997,28/01/1997
19970220,2,1,1997,20/02/1997
19970221,2,1,1997,21/02/1997
19970228,2,1,1997,28/02/1997
19970212,2,1,1997,12/02/1997
19970226,2,1,1997,26/02/1997
19970207,2,1,1997,07/02/1997
19970214,2,1,1997,14/02/1997
19970211,2,1,1997,11/02/1997
19970206,2,1,1997,06/02/1997
19970227,2,1,1997,27/02/1997
19970213,2,1,1997,13/02/1997
19970218,2,1,1997,18/02/1997
19970204,2,1,1997,04/02/1997
19970225,2,1,1997,25/02/1997
19970203,2,1,1997,03/02/1997
19970217,2,1,1997,17/02/1997
19970210,2,1,1997,10/02/1997
19970205,2,1,1997,05/02/1997
19970219,2,1,1997,19/02/1997
19970224,2,1,1997,24/02/1997
19970320,3,1,1997,20/03/1997
19970328,3,1,1997,28/03/1997
19970326,3,1,1997,26/03/1997
19970307,3,1,1997,07/03/1997
19970318,3,1,1997,18/03/1997
19970303,3,1,1997,03/03/1997
19970313,3,1,1997,13/03/1997
19970314,3,1,1997,14/03/1997
19970317,3,1,1997,17/03/1997
19970312,3,1,1997,12/03/1997
19970324,3,1,1997,24/03/1997
19970306,3,1,1997,06/03/1997
19970305,3,1,1997,05/03/1997
19970319,3,1,1997,19/03/1997
19970304,3,1,1997,04/03/1997
19970327,3,1,1997,27/03/1997
19970331,3,1,1997,31/03/1997
19970321,3,1,1997,21/03/1997
19970325,3,1,1997,25/03/1997
19970311,3,1,1997,11/03/1997
19970310,3,1,1997,10/03/1997
19970422,4,2,1997,22/04/1997
19970428,4,2,1997,28/04/1997
19970402,4,2,1997,02/04/1997
19970418,4,2,1997,18/04/1997
19970403,4,2,1997,03/04/1997
19970407,4,2,1997,07/04/1997
19970408,4,2,1997,08/04/1997
19970414,4,2,1997,14/04/1997
19970411,4,2,1997,11/04/1997
19970409,4,2,1997,09/04/1997
19970404,4,2,1997,04/04/1997
19970429,4,2,1997,29/04/1997
19970430,4,2,1997,30/04/1997
19970423,4,2,1997,23/04/1997
19970416,4,2,1997,16/04/1997
19970415,4,2,1997,15/04/1997
19970425,4,2,1997,25/04/1997
19970424,4,2,1997,24/04/1997
19970417,4,2,1997,17/04/1997
19970401,4,2,1997,01/04/1997
19970410,4,2,1997,10/04/1997
19970421,4,2,1997,21/04/1997
19970530,5,2,1997,30/05/1997
19970526,5,2,1997,26/05/1997
19970522,5,2,1997,22/05/1997
19970527,5,2,1997,27/05/1997
19970512,5,2,1997,12/05/1997
19970508,5,2,1997,08/05/1997
19970520,5,2,1997,20/05/1997
19970516,5,2,1997,16/05/1997
19970513,5,2,1997,13/05/1997
19970509,5,2,1997,09/05/1997
19970502,5,2,1997,02/05/1997
19970505,5,2,1997,05/05/1997
19970501,5,2,1997,01/05/1997
19970519,5,2,1997,19/05/1997
19970528,5,2,1997,28/05/1997
19970529,5,2,1997,29/05/1997
19970521,5,2,1997,21/05/1997
19970515,5,2,1997,15/05/1997
19970514,5,2,1997,14/05/1997
19970506,5,2,1997,06/05/1997
19970523,5,2,1997,23/05/1997
19970507,5,2,1997,07/05/1997
19970605,6,2,1997,05/06/1997
19970617,6,2,1997,17/06/1997
19970611,6,2,1997,11/06/1997
19970612,6,2,1997,12/06/1997
19970624,6,2,1997,24/06/1997
19970619,6,2,1997,19/06/1997
19970603,6,2,1997,03/06/1997
19970627,6,2,1997,27/06/1997
19970626,6,2,1997,26/06/1997
19970623,6,2,1997,23/06/1997
19970604,6,2,1997,04/06/1997
19970606,6,2,1997,06/06/1997
19970613,6,2,1997,13/06/1997
19970602,6,2,1997,02/06/1997
19970618,6,2,1997,18/06/1997
19970609,6,2,1997,09/06/1997
19970630,6,2,1997,30/06/1997
19970620,6,2,1997,20/06/1997
19970616,6,2,1997,16/06/1997
19970625,6,2,1997,25/06/1997
19970610,6,2,1997,10/06/1997
19970702,7,3,1997,02/07/1997
19970729,7,3,1997,29/07/1997
19970715,7,3,1997,15/07/1997
19970703,7,3,1997,03/07/1997
19970731,7,3,1997,31/07/1997
19970721,7,3,1997,21/07/1997
19970701,7,3,1997,01/07/1997
19970725,7,3,1997,25/07/1997
19970730,7,3,1997,30/07/1997
19970711,7,3,1997,11/07/1997
19970728,7,3,1997,28/07/1997
19970718,7,3,1997,18/07/1997
19970723,7,3,1997,23/07/1997
19970722,7,3,1997,22/07/1997
19970717,7,3,1997,17/07/1997
19970724,7,3,1997,24/07/1997
19970704,7,3,1997,04/07/1997
19970710,7,3,1997,10/07/1997
19970714,7,3,1997,14/07/1997
19970708,7,3,1997,08/07/1997
19970709,7,3,1997,09/07/1997
19970716,7,3,1997,16/07/1997
19970707,7,3,1997,07/07/1997
19970813,8,3,1997,13/08/1997
19970801,8,3,1997,01/08/1997
19970806,8,3,1997,06/08/1997
19970808,8,3,1997,08/08/1997
19970815,8,3,1997,15/08/1997
19970818,8,3,1997,18/08/1997
19970811,8,3,1997,11/08/1997
19970827,8,3,1997,27/08/1997
19970812,8,3,1997,12/08/1997
19970820,8,3,1997,20/08/1997
19970821,8,3,1997,21/08/1997
19970829,8,3,1997,29/08/1997
19970807,8,3,1997,07/08/1997
19970828,8,3,1997,28/08/1997
19970822,8,3,1997,22/08/1997
19970819,8,3,1997,19/08/1997
19970826,8,3,1997,26/08/1997
19970805,8,3,1997,05/08/1997
19970825,8,3,1997,25/08/1997
19970804,8,3,1997,04/08/1997
19970814,8,3,1997,14/08/1997
19970908,9,3,1997,08/09/1997
19970909,9,3,1997,09/09/1997
19970915,9,3,1997,15/09/1997
19970905,9,3,1997,05/09/1997
19970925,9,3,1997,25/09/1997
19970902,9,3,1997,02/09/1997
19970901,9,3,1997,01/09/1997
19970918,9,3,1997,18/09/1997
19970917,9,3,1997,17/09/1997
19970919,9,3,1997,19/09/1997
19970904,9,3,1997,04/09/1997
19970924,9,3,1997,24/09/1997
19970929,9,3,1997,29/09/1997
19970926,9,3,1997,26/09/1997
19970922,9,3,1997,22/09/1997
19970912,9,3,1997,12/09/1997
19970916,9,3,1997,16/09/1997
19970923,9,3,1997,23/09/1997
19970910,9,3,1997,10/09/1997
19970903,9,3,1997,03/09/1997
19970930,9,3,1997,30/09/1997
19970911,9,3,1997,11/09/1997
19971015,10,4,1997,15/10/1997
19971027,10,4,1997,27/10/1997
19971024,10,4,1997,24/10/1997
19971009,10,4,1997,09/10/1997
19971010,10,4,1997,10/10/1997
19971023,10,4,1997,23/10/1997
19971020,10,4,1997,20/10/1997
19971028,10,4,1997,28/10/1997
19971002,10,4,1997,02/10/1997
19971008,10,4,1997,08/10/1997
19971001,10,4,1997,01/10/1997
19971022,10,4,1997,22/10/1997
19971017,10,4,1997,17/10/1997
19971013,10,4,1997,13/10/1997
19971007,10,4,1997,07/10/1997
19971016,10,4,1997,16/10/1997
19971014,10,4,1997,14/10/1997
19971006,10,4,1997,06/10/1997
19971030,10,4,1997,30/10/1997
19971003,10,4,1997,03/10/1997
19971031,10,4,1997,31/10/1997
19971021,10,4,1997,21/10/1997
19971029,10,4,1997,29/10/1997
19971106,11,4,1997,06/11/1997
19971111,11,4,1997,11/11/1997
19971103,11,4,1997,03/11/1997
19971127,11,4,1997,27/11/1997
19971121,11,4,1997,21/11/1997
19971128,11,4,1997,28/11/1997
19971105,11,4,1997,05/11/1997
19971113,11,4,1997,13/11/1997
19971117,11,4,1997,17/11/1997
19971112,11,4,1997,12/11/1997
19971118,11,4,1997,18/11/1997
19971119,11,4,1997,19/11/1997
19971126,11,4,1997,26/11/1997
19971104,11,4,1997,04/11/1997
19971107,11,4,1997,07/11/1997
19971124,11,4,1997,24/11/1997
19971125,11,4,1997,25/11/1997
19971114,11,4,1997,14/11/1997
19971110,11,4,1997,10/11/1997
19971120,11,4,1997,20/11/1997
19971216,12,4,1997,16/12/1997
19971201,12,4,1997,01/12/1997
19971231,12,4,1997,31/12/1997
19971209,12,4,1997,09/12/1997
19971210,12,4,1997,10/12/1997
19971205,12,4,1997,05/12/1997
19971217,12,4,1997,17/12/1997
19971215,12,4,1997,15/12/1997
19971212,12,4,1997,12/12/1997
19971203,12,4,1997,03/12/1997
19971229,12,4,1997,29/12/1997
19971224,12,4,1997,24/12/1997
19971230,12,4,1997,30/12/1997
19971222,12,4,1997,22/12/1997
19971208,12,4,1997,08/12/1997
19971226,12,4,1997,26/12/1997
19971211,12,4,1997,11/12/1997
19971219,12,4,1997,19/12/1997
19971204,12,4,1997,04/12/1997
19971202,12,4,1997,02/12/1997
19971218,12,4,1997,18/12/1997
19971225,12,4,1997,25/12/1997
19971223,12,4,1997,23/12/1997
19980116,1,1,1998,16/01/1998
19980127,1,1,1998,27/01/1998
19980119,1,1,1998,19/01/1998
19980128,1,1,1998,28/01/1998
19980121,1,1,1998,21/01/1998
19980130,1,1,1998,30/01/1998
19980122,1,1,1998,22/01/1998
19980129,1,1,1998,29/01/1998
19980126,1,1,1998,26/01/1998
19980113,1,1,1998,13/01/1998
19980107,1,1,1998,07/01/1998
19980114,1,1,1998,14/01/1998
19980108,1,1,1998,08/01/1998
19980115,1,1,1998,15/01/1998
19980106,1,1,1998,06/01/1998
19980109,1,1,1998,09/01/1998
19980123,1,1,1998,23/01/1998
19980102,1,1,1998,02/01/1998
19980120,1,1,1998,20/01/1998
19980101,1,1,1998,01/01/1998
19980105,1,1,1998,05/01/1998
19980112,1,1,1998,12/01/1998
19980218,2,1,1998,18/02/1998
19980209,2,1,1998,09/02/1998
19980226,2,1,1998,26/02/1998
19980217,2,1,1998,17/02/1998
19980220,2,1,1998,20/02/1998
19980210,2,1,1998,10/02/1998
19980213,2,1,1998,13/02/1998
19980227,2,1,1998,27/02/1998
19980223,2,1,1998,23/02/1998
19980219,2,1,1998,19/02/1998
19980205,2,1,1998,05/02/1998
19980206,2,1,1998,06/02/1998
19980225,2,1,1998,25/02/1998
19980224,2,1,1998,24/02/1998
19980216,2,1,1998,16/02/1998
19980204,2,1,1998,04/02/1998
19980203,2,1,1998,03/02/1998
19980211,2,1,1998,11/02/1998
19980212,2,1,1998,12/02/1998
19980202,2,1,1998,02/02/1998
19980303,3,1,1998,03/03/1998
19980306,3,1,1998,06/03/1998
19980304,3,1,1998,04/03/1998
19980313,3,1,1998,13/03/1998
19980311,3,1,1998,11/03/1998
19980316,3,1,1998,16/03/1998
19980318,3,1,1998,18/03/1998
19980309,3,1,1998,09/03/1998
19980326,3,1,1998,26/03/1998
19980331,3,1,1998,31/03/1998
19980320,3,1,1998,20/03/1998
19980323,3,1,1998,23/03/1998
19980319,3,1,1998,19/03/1998
19980305,3,1,1998,05/03/1998
19980324,3,1,1998,24/03/1998
19980325,3,1,1998,25/03/1998
19980327,3,1,1998,27/03/1998
19980310,3,1,1998,10/03/1998
19980312,3,1,1998,12/03/1998
19980317,3,1,1998,17/03/1998
19980330,3,1,1998,30/03/1998
19980302,3,1,1998,02/03/1998
19980414,4,2,1998,14/04/1998
19980416,4,2,1998,16/04/1998
19980420,4,2,1998,20/04/1998
19980427,4,2,1998,27/04/1998
19980407,4,2,1998,07/04/1998
19980402,4,2,1998,02/04/1998
19980410,4,2,1998,10/04/1998
19980428,4,2,1998,28/04/1998
19980406,4,2,1998,06/04/1998
19980430,4,2,1998,30/04/1998
19980424,4,2,1998,24/04/1998
19980422,4,2,1998,22/04/1998
19980429,4,2,1998,29/04/1998
19980408,4,2,1998,08/04/1998
19980403,4,2,1998,03/04/1998
19980423,4,2,1998,23/04/1998
19980409,4,2,1998,09/04/1998
19980417,4,2,1998,17/04/1998
19980401,4,2,1998,01/04/1998
19980415,4,2,1998,15/04/1998
19980413,4,2,1998,13/04/1998
19980421,4,2,1998,21/04/1998
19980504,5,2,1998,04/05/1998
19980501,5,2,1998,01/05/1998
19980505,5,2,1998,05/05/1998
19980506,5,2,1998,06/05/1998
